epoch, train_loss, train_accuracy, validation_loss, validation_accuracy
0, 0.4045704253162373, 0.7142019009325973, 0.3996206116643309, 0.7195155574344202
1, 0.2854628066772239, 0.862073689616618, 0.28649678136998596, 0.8742748001936069
2, 0.2246038313965388, 0.9170647179320909, 0.2193812945047574, 0.9217806871247753
3, 0.20167687906783044, 0.9170647179320909, 0.20018079637490482, 0.9217806871247753
4, 0.1916625834898275, 0.916738592356526, 0.19840462033190556, 0.9188886119718367
5, 0.1878088185991937, 0.9187650241349873, 0.1912251290274459, 0.9214949911651189
6, 0.1900047503019634, 0.9183797027265597, 0.19380579546217774, 0.9217680220458646
7, 0.18813235896776256, 0.916785803858263, 0.1917739220974848, 0.9192463481525305
8, 0.1856635542292344, 0.9182013920469627, 0.19078659643922155, 0.9216249677613171
9, 0.18514695994741698, 0.9190488413100097, 0.19185910995151859, 0.9204024655997258
10, 0.1835643426615776, 0.9201920458484555, 0.1894945886161519, 0.9212398656187295
11, 0.19034813501332937, 0.9092844666866715, 0.20091498265471155, 0.9074614300622174
12, 0.18184025350369906, 0.9197676370018407, 0.19208031868010017, 0.9213857597921694
13, 0.181994426489867, 0.9199110738458396, 0.1909749389850532, 0.9205558491545701
14, 0.18852860061580784, 0.9198963777510413, 0.19936023101499536, 0.9208171237208507
15, 0.18031576271697755, 0.9200530339476144, 0.18940221115822936, 0.9198823194754752
16, 0.18110285402169848, 0.9200700627139401, 0.19255079884195592, 0.9197032981632158
17, 0.1839843228087861, 0.9200421736841387, 0.19346896918113873, 0.920774309258712
18, 0.17758126453679685, 0.9200233009713509, 0.189068594385052, 0.9192488815975982
19, 0.17746421719522026, 0.9212912572057623, 0.18711847525059022, 0.9185896258274935
20, 0.17957252268150573, 0.9213098710263535, 0.19234976987676938, 0.9191366179828169
21, 0.17603422152368645, 0.9217367816169506, 0.18862986288077283, 0.9210214509197879
22, 0.17789152710391543, 0.9207600658950383, 0.18943099927291315, 0.9209950835420815
23, 0.17751901363566971, 0.9204663606231562, 0.18902909301654783, 0.9209727342769379
24, 0.176082901553434, 0.9221684318500213, 0.1883756591837822, 0.9204342644300487
25, 0.17626734263678998, 0.9210669139085383, 0.18911517044101064, 0.9210537622509901
26, 0.17698257195652356, 0.9222879578202055, 0.18725715133869747, 0.9214412974518752
27, 0.17470630710309892, 0.9211920645098277, 0.18764482382839737, 0.9212613145400282
28, 0.1762408610030885, 0.9218992655297066, 0.18864206660157096, 0.9202477647987429
29, 0.1788813915526768, 0.9197539799431355, 0.1928069476564505, 0.9182198838513974
30, 0.17625650004006488, 0.9217602615541368, 0.19347999649447417, 0.9199541493466026
31, 0.17396714350523382, 0.9223040461210003, 0.18820874262962314, 0.9198393068815532
32, 0.17534396134915445, 0.9216106852666163, 0.19038417993159837, 0.918953358796825
33, 0.17447876335841467, 0.9228755136606106, 0.19041975350261064, 0.9182878790469711
34, 0.17344616762158613, 0.9233031560179269, 0.18778321229519937, 0.9199867296417004
35, 0.17448042770667088, 0.9218804773531462, 0.1887241883662599, 0.9202559035570668
36, 0.1736450510672255, 0.921868372822072, 0.18942762378840566, 0.9197741611512414
37, 0.17563204128821472, 0.9214685146498218, 0.18777327930910764, 0.9190785706538573
38, 0.17256598323170827, 0.922786563056988, 0.18955929197598032, 0.919405675165541
39, 0.17390291685873122, 0.9224927758906356, 0.18799716696514648, 0.9190434955493896
40, 0.16929738859225507, 0.9241463391734622, 0.18833062019704783, 0.9211669451972454
41, 0.17250138042375981, 0.9225447603870297, 0.1876439854420123, 0.9199979945893433
42, 0.16979243356600363, 0.9248988398884802, 0.18946352865227042, 0.9195606432793213
43, 0.17083552347656103, 0.9241379195633357, 0.18591282904725986, 0.9200059357112135
44, 0.17082948772200587, 0.9230152089509938, 0.18849769391511617, 0.9193244632591501
45, 0.16983324256299936, 0.9243017322799175, 0.18913760269447707, 0.9192421134158845
46, 0.17238241413458563, 0.9240508604578034, 0.1909707682284622, 0.9206908688650898
47, 0.17929996925708, 0.9205503420816564, 0.1951861241806577, 0.9206364306716708
48, 0.17080830586583992, 0.9205049434857355, 0.18882013481739815, 0.9193003192502706
49, 0.16831061438014963, 0.9232144009043305, 0.18781889715022987, 0.9196289204824665
