epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
0,0.37130876822484826,0.7789016892705267,0.36663756657835517,0.7803145476985837
1,0.24313625503444936,0.900005460115681,0.23941688833969782,0.9047843245918401
2,0.1954364466204868,0.9254217583717071,0.19448787861418526,0.9296714268893086
3,0.18468876261460154,0.925850380820911,0.18211284729747562,0.9287389288978893
4,0.18448710643848884,0.9244644040876479,0.17991327884454805,0.9286190116174333
5,0.17873727160807792,0.9258572335388522,0.17704852057460932,0.9285661104313224
6,0.17997934671320084,0.9262975193456929,0.1776009001807823,0.926620136667817
7,0.17775828257161824,0.9253199212769062,0.17409467771442974,0.9296654723687846
8,0.17965972258443647,0.924228625779667,0.17533600243670128,0.9281727395889832
9,0.17728987542546026,0.9246245817464475,0.17351362596258232,0.9292700594482
10,0.1773983824616324,0.9252959273528525,0.17377955125969863,0.9295393601679075
11,0.17522505462334756,0.9261889801131061,0.17434257318438584,0.9284228770026209
12,0.1758968319919301,0.9252900785026128,0.17356313434829343,0.9302178083034103
13,0.17478510266856143,0.9255670946390675,0.17265454471276406,0.9291846382320753
14,0.17479915219330722,0.9260260376903819,0.17231622866646404,0.9292864979469215
15,0.17571709038808406,0.9262833448328139,0.17472614079631266,0.9297017806784929
16,0.17703866913212965,0.9213226069373768,0.17353027848490718,0.9269621676024968
17,0.17538490709835802,0.9263225473525452,0.17265131074801046,0.930320162026836
18,0.1747773324353543,0.9261818420853971,0.172174885126032,0.9297288152649792
19,0.17551465068332375,0.9271498215165495,0.17158767370471004,0.9291785780412669
20,0.1732535934761951,0.926133048831591,0.1706954004279134,0.9299636950453233
21,0.17322476641623266,0.9259909751342604,0.17057864949973997,0.9298930427374272
22,0.17657915797920437,0.9257287490400912,0.17134382474620585,0.9301081648163518
23,0.1764895324066405,0.9260386614918379,0.17212522525206167,0.9296293304897741
24,0.17305803736491215,0.926727241921623,0.17338141328410098,0.9311330518233809
25,0.17182257156457928,0.9267291533980013,0.17026131771442962,0.9299490121593106
26,0.17010424246913508,0.9262831810438732,0.168767415007726,0.9292333760089821
27,0.17004353930745428,0.9264382932985258,0.1677924455698177,0.9298896201759824
28,0.1686485356075942,0.9279445069648552,0.16994302358653737,0.9304314260667711
29,0.17163025854036748,0.9268494141068815,0.16910603056323825,0.9295787725422191
30,0.16861590379823277,0.9273870301708951,0.16925146886846695,0.9302558469640251
31,0.17062030811058848,0.9274287884255196,0.16922355437047593,0.9302263781634724
32,0.17030347012747027,0.9276997138258493,0.16701396098592605,0.9315342460642891
33,0.17131552640916237,0.9271144431053436,0.16876444728255602,0.9300324811169315
34,0.16880440348733494,0.9269801758002707,0.16837062895132895,0.9300234753669464
35,0.17381747401322023,0.9254613647500564,0.17454789071201948,0.9279840969973324
36,0.16745765668203297,0.9281677909174785,0.17042547553117254,0.9296191465161183
37,0.16879247710975584,0.9282734295007595,0.16960670788697588,0.929690822670004
38,0.16822390101457896,0.928283145883407,0.16936685958067135,0.9282215090669753
39,0.16700580811071264,0.9279938549876543,0.16941023223783172,0.9301532728189907
40,0.1716615799969253,0.9269844211039451,0.17154485515610332,0.9297447567831446
41,0.16608922649948882,0.9285683103545551,0.171396075069409,0.9295167150259679
42,0.16915617524091556,0.9277880171989801,0.1688292793454886,0.9310694923031033
43,0.16668827877150347,0.92799890338549,0.16959080347724237,0.9303108324964952
44,0.16622041029613105,0.926612674199313,0.16949460455255164,0.9292155203726813
45,0.16600958412704045,0.9288119490457043,0.16892040824295743,0.9291208926330313
46,0.16898506681674735,0.927248525487419,0.17037622118755721,0.9306782242994229
47,0.1647139387695413,0.9283935343459703,0.1684708654715414,0.9288275281478163
48,0.16547309114001796,0.9282989647249766,0.1689994771477258,0.929032018640365
49,0.165599895522535,0.9279125522708629,0.1690610637294949,0.9293840089993464
