epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
0,0.19072572077905703,0.9294751818160271,0.19793708038379612,0.9276102352010246
1,0.17521068218507266,0.9304213799598144,0.18398709118448797,0.9285772451073179
2,0.16237784765268626,0.933826342514017,0.17074583512098834,0.9311818942799133
3,0.15608712069050426,0.9358179252233532,0.1693316473112212,0.9323765382872394
4,0.16018191004724053,0.9366122556855474,0.16782722609772907,0.9323197733662465
5,0.14682078530748796,0.9405947778363637,0.16488410423089261,0.9339653095049871
6,0.14602776069885476,0.9385041158615387,0.16408645877630096,0.9332106281845853
7,0.1414111290446939,0.9418180073067092,0.1666008220608875,0.9320085573724762
8,0.1401377082531472,0.9407003554941215,0.16512557913722092,0.9336224807596603
9,0.1398776782021298,0.9413975151952284,0.16490638844276728,0.9329536131214237
10,0.14291373588702025,0.9433784342868836,0.16690044057583875,0.9332975989563643
11,0.13110769364642305,0.9448807371620326,0.16566366186350007,0.9347671027659049
12,0.13009358719610442,0.9460836771122306,0.16384088830026564,0.93401073369293
13,0.13040875447423836,0.9463463338128087,0.1681967471981643,0.9322963424666767
14,0.12130060185190714,0.9496550297472945,0.16793997589901213,0.9319943164854498
15,0.11691754602329223,0.9507881057889838,0.16971018446036654,0.9337848249895091
16,0.11424509343017832,0.950974171016355,0.17129045568014445,0.9337774884997972
17,0.11233979847457601,0.9533975885515398,0.1728315231625063,0.9342735855533145
18,0.10724940916672968,0.9535948828977231,0.1762097629401162,0.934910352045149
19,0.10655037773943343,0.9529804816866846,0.18043819218461202,0.9341539165980268
20,0.0993980069404824,0.955901056940866,0.187866159299404,0.9334032058385601
21,0.0984666105824164,0.9586577488114629,0.1842820898647784,0.9330583772831016
22,0.1006937974707902,0.9562333221250624,0.1926098365202505,0.9291007005276772
23,0.09347671813169015,0.9616406493900225,0.19104089528074555,0.9300364804069752
24,0.09167516194387156,0.9630301193517331,0.19455639468996147,0.9309395269343728
25,0.08713638260341416,0.9620624594080811,0.1962403816859808,0.9320012649670862
26,0.08046497447916676,0.9678329587643166,0.20292476025974981,0.9307636070449596
27,0.07698480824106618,0.9678990555271878,0.20455842719018624,0.9299636301571642
28,0.07406351845350292,0.971481550268189,0.20289849355775563,0.9315370686166504
29,0.06912112227767458,0.9738236299181909,0.21108081094776165,0.9319654718000142
30,0.06959297526576182,0.9709884750545851,0.21383180223673665,0.9354595416470578
31,0.06779079884290695,0.9723404048222254,0.2126041970259595,0.9297896598844977
32,0.0636685692042195,0.9748728750815352,0.22497850103391503,0.9293490144684704
33,0.06395061991056247,0.9743736165051975,0.23658875204684662,0.9321953480923936
34,0.05781865580177704,0.9780874945780577,0.2381781291763538,0.9274656363141174
35,0.058960469847240606,0.9772088426962453,0.23986749499623464,0.9297303033997808
36,0.05414501705575848,0.9787406576307196,0.2454650591945384,0.932731066219034
37,0.056666766672583496,0.9779105884876939,0.24446763585313866,0.9320623148181102
38,0.051273830709695156,0.9787369335787448,0.25553415360708315,0.9304099829243161
39,0.05459305008362535,0.9787695980798504,0.2678383296546513,0.9326906714412975
40,0.05078784436235137,0.9804042204595339,0.2644665302332088,0.9281378683951422
41,0.04689922237412751,0.979875501833464,0.2661539539075624,0.9277315103446347
42,0.051048893698199635,0.978534256322232,0.2700092873414798,0.9292068879359977
43,0.04520583278667233,0.9820521450769207,0.2776462097659996,0.932213579683753
44,0.04564228284474555,0.9800667668643751,0.2794953387777561,0.9304975233249717
45,0.04747191987869812,0.9805570672423556,0.28639053790688185,0.9305962178845815
46,0.04321201781321761,0.9836506318517669,0.29507138247800335,0.9230502336969666
47,0.037699817248989013,0.9838998789932589,0.2998988029038807,0.9317064260511847
48,0.04157737620855963,0.9823117269373336,0.3030681105696924,0.9281429859739921
49,0.042833656567946035,0.9819679524429618,0.30353053000825264,0.9268573846182995
